"Timestamp"	"Коротко про те, ким ви працюєте:"	"category"	"probability"	"speciality_auto_detected"	"Чи вважаєте Ви COVID-19 небезпечним респіраторним захворюванням?"	"Чи довіряєте Ви уряду щодо кампанії вакцинації від COVID-19?"	"Чи довіряєте Ви сфері медицини, окрім кампанії вакцинації?"	"В цілому, я довіряю новинам:"	"Я вважаю, що усунення від роботи невакцинованих співробітників погіршує ситуацію:"	"Як багато Ваших знайомих вакциновано?"	"Як ваше рішення щодо вакцинації позначилося на ставленні людей до вас?"	"Як епідемія вплинула на ваших знайомих?"	"Ви готові придбати або вже придбали підроблений сертифікат COVID-19:"	"Крім питання персональної довіри до вакцин, в цілому ви ставитеся до вакцинації від COVID-19:"	"Ви вакциновані:"	"Незалежно від позиції по вакцинації, ви відстоюєте її:"	"Ви часто приєднуєтеся до громадських мітингів на важливі для вас теми:"	"У чому, на вашу думку, основна причина відмови людей від вакцинації?"	"Ваш вік"
"12/21/2021 9:53:24"	"Біолог"	"2-1"			"Так, вважаю"	"Так, довіряю"	"Скоріше так"	"Ні"	"Важко відповісти"	"Близько половини знайомих"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Недовіра до влади"	"25-35"
"12/21/2021 9:53:26"	"Рекрутер в IT"	"3-4"			"Так, вважаю"	"Так, довіряю"	"Так, довіряю"	"Ні"	"Ні"	"Близько трьох чвертей знайомих"	"Далося взнаки позитивно, відчуваю підтримку"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Засмічений інформаційни простір. Відсутність цензури щодо публікацій/розміщення будь-якої інформації пов’язаної з антиваксерською позицією"	"16-25"
"12/21/2021 9:54:43"	"Лікар"	"2-2"	1	"лікар"	"Так, вважаю"	"Так, довіряю"	"Скоріше так"	"Ні"	"Важко відповісти"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Скоріше позитивно"	"Так"	"Так"	"Ні"	"Примус"	"25-35"
"12/21/2021 9:58:33"	"Психолог"	"2-2"	1	"психолог"	"Так, вважаю"	"Так, довіряю"	"Так, довіряю"	"Так"	"Ні"	"Всі або майже всі"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Брак інформації простою мовою. В антивакцинаторських паблікпх страшилки написані просто. А наукова інформація складно"	"25-35"
"12/21/2021 9:58:53"	"Фрилансер- ретушер"	"3-10"	0.947368421052632	"фрілансер"	"Так, вважаю"	"Так, довіряю"	"Так, довіряю"	"Так"	"Ні"	"Всі або майже всі"	"Далося взнаки позитивно, відчуваю підтримку"	"Важко відповісти"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Недостаток информации или недоверие к ее источнику"	"25-35"
"12/21/2021 9:59:42"	"Підприємець"	"1-7"	1	"підприємець"	"Так, вважаю"	"Скоріше ні"	"Скоріше ні"	"Ні"	"Важко відповісти"	"Близько половини знайомих"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Ні"	"Скоріше позитивно"	"Ні"	"Так"	"Ні"	"Що вакцина не провірена, переживаю за наслідки"	"25-35"
"12/21/2021 10:00:24"	"Декрет"	"10-10"	1	"декрет"	"Так, вважаю"	"Скоріше ні"	"Скоріше так"	"Так"	"Важко відповісти"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Позитивно"	"Ні"	"Так"	"Ні"	"Ну наприклад, остання ситуація - родичка-породілля вакцинувалася Pfizer, коли дитині був всього 1 місяць. Була на гв. Одразу після кожного прийому їжі, дитину стало рвати. Думали, що мати щось не те з'їла, перейшла на три дні на хліб і воду. Дитинка продовжувала рвати. Як результат - мусили перевести дитину на штучне вигодовування. Тому я й не спішу вакцинуватися. Занадто мало даних. Поки не соваюсч поміж людей і сиджу в декреті, краще дочекаюся нової інформації. Вона ж постійно збільшується.
"	"25-35"
"12/21/2021 10:00:27"	"Фриланс"	"3-10"	0.875	"фрілансер"	"Так, вважаю"	"Скоріше так"	"Так, довіряю"	"Ні"	"Так"	"Близько половини знайомих"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Ні"	"Скоріше позитивно"	"Так"	"Так"	"Ні"	"Недастаточная медицинская грамотность "	"25-35"
"12/21/2021 10:01:41"	"Менеджер з продажу"	"1-7"	1	"менеджер"	"Ні, не вважаю"	"Скоріше так"	"Скоріше ні"	"Ні"	"Так"	"Близько трьох чвертей знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Скоріше позитивно"	"Так"	"Ні"	"Ні"	"Відсутність гарантій"	"25-35"
"12/21/2021 10:02:18"	"Домогосподарка"	"10-10"	1	"домогосподарка"	"Так, вважаю"	"Так, довіряю"	"Так, довіряю"	"Так"	"Ні"	"Близько трьох чвертей знайомих"	"Далося взнаки позитивно, відчуваю підтримку"	"Серед знайомих є загиблі"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Мало знань"	"25-35"
"12/21/2021 10:03:09"	"Лікар"	"2-2"	1	"лікар"	"Так, вважаю"	"Так, довіряю"	"Скоріше так"	"Ні"	"Так"	"Близько половини знайомих"	"Далося взнаки негативно, відчуваю засудження"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Позитивно"	"Так"	"Так"	"Ні"	"Інформаційній неграмотності"	"25-35"
"12/21/2021 10:03:54"	"Авіатор"	"2-1"			"Так, вважаю"	"Скоріше так"	"Скоріше так"	"Так"	"Так"	"Близько трьох чвертей знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Скоріше позитивно"	"Так"	"Так"	"Ні"	"У швидкому її виготовленні"	"25-35"
"12/21/2021 10:04:10"	"Викладач"	"2-5"	1	"викладач"	"Так, вважаю"	"Скоріше так"	"Скоріше так"	"Ні"	"Важко відповісти"	"Близько трьох чвертей знайомих"	"Далося взнаки позитивно, відчуваю підтримку"	"Серед знайомих є загиблі"	"Ні"	"Скоріше позитивно"	"Так"	"Так"	"Ні"	"Недовіра до вакцини та нерозуміння перебігу та наслідків коронавірусу."	"25-35"
